project,entity,run_id,run_name,training_task,method,state,status,result_source,run_url,run_dir,has_output_log,seed,global_batch_size,train_steps_used,micro_batch_size,lr,temperature_eval,rollout_epoch,num_env_eval,eval_rollout_epoch,eval_episodes_per_task,lora_path,log_path,return,reward,episode_len,success_once,success_at_end,task_0_success,task_0_success_total,task_1_success,task_1_success_total,task_2_success,task_2_success_total,task_3_success,task_3_success_total,task_4_success,task_4_success_total,task_5_success,task_5_success_total,task_6_success,task_6_success_total,task_7_success,task_7_success_total,task_8_success,task_8_success_total,task_9_success,task_9_success_total,trn_avg,hld_avg,comment_tag,teacher_type_comment,teacher_lr_comment,student_train_steps_comment,objective_comment,adv_norm_comment,rollouts_per_step_comment,data_note_comment
rlinf,anmari-epfl,unna804c,eval_full_base_step_0_seed_2_rpt_320,,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/unna804c,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/eval_full_base_step_0_seed_2_rpt_320__unna804c,True,2,8192,0.0,32,2e-05,1.6,16,20,40,320.0,,/users/anmari/vla-continual-learning/logs_spatial/evals/base_step_0_20260514_094258,0.465625,0.000909423828125,512.0,0.4681249998509884,0.09312500082887709,0.634375,320.0,0.184375,320.0,0.884375,320.0,0.653125,320.0,0.31875,320.0,0.04375,320.0,0.790625,320.0,0.690625,320.0,0.375,320.0,0.10625,320.0,0.5349999999999999,0.40125,,,,,,,,
rlinf,anmari-epfl,m79njg1o,eval_full_base_step_0_seed_3_rpt_320,,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/m79njg1o,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/eval_full_base_step_0_seed_3_rpt_320__m79njg1o,True,3,8192,0.0,32,2e-05,1.6,16,20,40,320.0,,/users/anmari/vla-continual-learning/logs_spatial/evals/base_step_0_20260514_094302,0.4453125,0.0008697509765625,512.0,0.47312500029802323,0.08906249990686774,0.671875,320.0,0.2125,320.0,0.890625,320.0,0.64375,320.0,0.328125,320.0,0.028125,320.0,0.803125,320.0,0.678125,320.0,0.3625,320.0,0.1125,320.0,0.5493750000000001,0.396875,,,,,,,,
rlinf,anmari-epfl,t4bmomw3,eval_full_grpo_rps32_gb2048_gs8_steps100_si25_task_1_seed4096_spatial_step_25_seed_184_rpt_320,1.0,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/t4bmomw3,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/eval_full_grpo_rps32_gb2048_gs8_steps100_si25_task_1_seed4096_spatial_step_25_seed_184_rpt_320__t4bmomw3,True,184,8192,25.0,32,2e-05,1.6,16,20,40,320.0,/users/anmari/vla-continual-learning/logs_spatial/sequential/grpo_rps32_gb2048_gs8_steps100_si25_task_1_seed4096_spatial/checkpoints/global_step_25/actor/,/users/anmari/vla-continual-learning/logs_spatial/evals/logs_spatial/sequential/grpo_rps32_gb2048_gs8_steps100_si25_task_1_seed4096_spatial_step_25_20260516_174122,0.415625,0.000811767578125,512.0,0.4703125022351742,0.0831250005401671,0.64375,320.0,0.265625,320.0,0.903125,320.0,0.659375,320.0,0.28125,320.0,0.015625,320.0,0.78125,320.0,0.640625,320.0,0.3375,320.0,0.175,320.0,0.5506249999999999,0.39,opd_variant,SFT teacher,1e-04,,OPD,with advantage normalization,128.0,same as seed 185; tried mad_abs and batch_zscore
rlinf,anmari-epfl,8nyb621y,eval_full_grpo_rps32_gb2048_gs8_steps100_si25_task_1_seed4096_spatial_step_50_seed_184_rpt_320,1.0,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/8nyb621y,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/eval_full_grpo_rps32_gb2048_gs8_steps100_si25_task_1_seed4096_spatial_step_50_seed_184_rpt_320__8nyb621y,True,184,8192,50.0,32,2e-05,1.6,16,20,40,320.0,/users/anmari/vla-continual-learning/logs_spatial/sequential/grpo_rps32_gb2048_gs8_steps100_si25_task_1_seed4096_spatial/checkpoints/global_step_50/actor/,/users/anmari/vla-continual-learning/logs_spatial/evals/logs_spatial/sequential/grpo_rps32_gb2048_gs8_steps100_si25_task_1_seed4096_spatial_step_50_20260516_174129,0.45,0.00087890625,512.0,0.5253125041723251,0.09000000113155693,0.634375,320.0,0.48125,320.0,0.915625,320.0,0.653125,320.0,0.35625,320.0,0.015625,320.0,0.778125,320.0,0.65,320.0,0.509375,320.0,0.259375,320.0,0.608125,0.4425,opd_variant,SFT teacher,1e-04,,OPD,with advantage normalization,128.0,same as seed 185; tried mad_abs and batch_zscore
rlinf,anmari-epfl,4fdtdydd,eval_full_grpo_rps32_gb2048_gs8_steps100_si25_task_1_seed4096_spatial_step_75_seed_184_rpt_320,1.0,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/4fdtdydd,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/eval_full_grpo_rps32_gb2048_gs8_steps100_si25_task_1_seed4096_spatial_step_75_seed_184_rpt_320__4fdtdydd,True,184,8192,75.0,32,2e-05,1.6,16,20,40,320.0,/users/anmari/vla-continual-learning/logs_spatial/sequential/grpo_rps32_gb2048_gs8_steps100_si25_task_1_seed4096_spatial/checkpoints/global_step_75/actor/,/users/anmari/vla-continual-learning/logs_spatial/evals/logs_spatial/sequential/grpo_rps32_gb2048_gs8_steps100_si25_task_1_seed4096_spatial_step_75_20260516_174158,0.4734375,0.0009246826171875,512.0,0.5450000017881393,0.0946875000372529,0.640625,320.0,0.659375,320.0,0.884375,320.0,0.696875,320.0,0.34375,320.0,0.053125,320.0,0.734375,320.0,0.634375,320.0,0.55625,320.0,0.246875,320.0,0.645,0.445,opd_variant,SFT teacher,1e-04,,OPD,with advantage normalization,128.0,same as seed 185; tried mad_abs and batch_zscore
rlinf,anmari-epfl,yp5lwql0,eval_full_grpo_rps32_gb2048_gs8_steps100_si25_task_4_seed4096_spatial_step_25_seed_184_rpt_320,4.0,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/yp5lwql0,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/eval_full_grpo_rps32_gb2048_gs8_steps100_si25_task_4_seed4096_spatial_step_25_seed_184_rpt_320__yp5lwql0,True,184,8192,25.0,32,2e-05,1.6,16,20,40,320.0,/users/anmari/vla-continual-learning/logs_spatial/sequential/grpo_rps32_gb2048_gs8_steps100_si25_task_4_seed4096_spatial/checkpoints/global_step_25/actor/,/users/anmari/vla-continual-learning/logs_spatial/evals/logs_spatial/sequential/grpo_rps32_gb2048_gs8_steps100_si25_task_4_seed4096_spatial_step_25_20260516_174220,0.440625,0.000860595703125,512.0,0.4784374997019768,0.08812500024214387,0.584375,320.0,0.203125,320.0,0.9,320.0,0.6625,320.0,0.48125,320.0,0.0375,320.0,0.775,320.0,0.634375,320.0,0.3625,320.0,0.14375,320.0,0.5662499999999999,0.390625,opd_variant,SFT teacher,1e-04,,OPD,with advantage normalization,128.0,same as seed 185; tried mad_abs and batch_zscore
rlinf,anmari-epfl,1pz4ipht,eval_full_grpo_rps32_gb2048_gs8_steps100_si25_task_4_seed4096_spatial_step_50_seed_184_rpt_320,4.0,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/1pz4ipht,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/eval_full_grpo_rps32_gb2048_gs8_steps100_si25_task_4_seed4096_spatial_step_50_seed_184_rpt_320__1pz4ipht,True,184,8192,50.0,32,2e-05,1.6,16,20,40,320.0,/users/anmari/vla-continual-learning/logs_spatial/sequential/grpo_rps32_gb2048_gs8_steps100_si25_task_4_seed4096_spatial/checkpoints/global_step_50/actor/,/users/anmari/vla-continual-learning/logs_spatial/evals/logs_spatial/sequential/grpo_rps32_gb2048_gs8_steps100_si25_task_4_seed4096_spatial_step_50_20260516_174323,0.4234375,0.0008270263671875,512.0,0.48812500163912775,0.08468750009778887,0.609375,320.0,0.221875,320.0,0.865625,320.0,0.715625,320.0,0.584375,320.0,0.05625,320.0,0.734375,320.0,0.540625,320.0,0.328125,320.0,0.225,320.0,0.599375,0.376875,opd_variant,SFT teacher,1e-04,,OPD,with advantage normalization,128.0,same as seed 185; tried mad_abs and batch_zscore
rlinf,anmari-epfl,t2bwy8nc,eval_full_grpo_rps32_gb2048_gs8_steps100_si25_task_4_seed4096_spatial_step_75_seed_184_rpt_320,4.0,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/t2bwy8nc,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/eval_full_grpo_rps32_gb2048_gs8_steps100_si25_task_4_seed4096_spatial_step_75_seed_184_rpt_320__t2bwy8nc,True,184,8192,75.0,32,2e-05,1.6,16,20,40,320.0,/users/anmari/vla-continual-learning/logs_spatial/sequential/grpo_rps32_gb2048_gs8_steps100_si25_task_4_seed4096_spatial/checkpoints/global_step_75/actor/,/users/anmari/vla-continual-learning/logs_spatial/evals/logs_spatial/sequential/grpo_rps32_gb2048_gs8_steps100_si25_task_4_seed4096_spatial_step_75_20260516_174357,0.346875,0.000677490234375,512.0,0.509062496572733,0.06937500084750355,0.65,320.0,0.21875,320.0,0.9,320.0,0.771875,320.0,0.703125,320.0,0.04375,320.0,0.7375,320.0,0.540625,320.0,0.303125,320.0,0.221875,320.0,0.6487499999999999,0.369375,opd_variant,SFT teacher,1e-04,,OPD,with advantage normalization,128.0,same as seed 185; tried mad_abs and batch_zscore
rlinf,anmari-epfl,5nu51mc4,eval_full_sft_teacher_task_1_step_0_seed_184_rpt_320,1.0,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/5nu51mc4,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/eval_full_sft_teacher_task_1_step_0_seed_184_rpt_320__5nu51mc4,True,184,8192,0.0,32,2e-05,1.6,16,20,40,320.0,/users/anmari/vla-continual-learning/logs_spatial/sequential/task_1_seed184/opd_bc_teacher/actor,/users/anmari/vla-continual-learning/logs_spatial/evals/base_20260514_233230,0.4109375,0.0008026123046875,512.0,0.09656250067055225,0.0821875005029142,0.0,320.0,0.946875,320.0,0.0,320.0,0.0,320.0,0.0,320.0,0.0,320.0,0.0,320.0,0.0,320.0,0.01875,320.0,0.0,320.0,0.18937500000000002,0.00375,opd_variant,SFT teacher,1e-04,,OPD,with advantage normalization,128.0,same as seed 185; tried mad_abs and batch_zscore
rlinf,anmari-epfl,l9sr01f4,eval_full_sft_teacher_task_4_step_0_seed_184_rpt_320,4.0,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/l9sr01f4,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/eval_full_sft_teacher_task_4_step_0_seed_184_rpt_320__l9sr01f4,True,184,8192,0.0,32,2e-05,1.6,16,20,40,320.0,/users/anmari/vla-continual-learning/logs_spatial/sequential/task_4_seed184/opd_bc_teacher/actor,/users/anmari/vla-continual-learning/logs_spatial/evals/base_20260514_233231,0.4640625,0.0009063720703125,512.0,0.12031250037252902,0.09281250014901161,0.00625,320.0,0.0,320.0,0.090625,320.0,0.146875,320.0,0.86875,320.0,0.0,320.0,0.090625,320.0,0.0,320.0,0.0,320.0,0.0,320.0,0.2225,0.018125,opd_variant,SFT teacher,1e-04,,OPD,with advantage normalization,128.0,same as seed 185; tried mad_abs and batch_zscore
rlinf,anmari-epfl,bs7hzbws,eval_full_task_1_seed184_step_20_seed_184_rpt_320,1.0,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/bs7hzbws,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/eval_full_task_1_seed184_step_20_seed_184_rpt_320__bs7hzbws,True,184,8192,20.0,32,2e-05,1.6,16,20,40,320.0,/users/anmari/vla-continual-learning/logs_spatial/sequential/task_1_seed184/checkpoints/global_step_20/actor/,/users/anmari/vla-continual-learning/logs_spatial/evals/logs_spatial/sequential/task_1_seed184_step_20_20260515_175645,0.56875,0.00111083984375,512.0,0.4668750002980232,0.11375000020489097,0.625,320.0,0.271875,320.0,0.940625,320.0,0.790625,320.0,0.3,320.0,0.021875,320.0,0.896875,320.0,0.7625,320.0,0.003125,320.0,0.05625,320.0,0.5856250000000001,0.34812499999999996,opd_variant,SFT teacher,1e-04,,OPD,with advantage normalization,128.0,same as seed 185; tried mad_abs and batch_zscore
rlinf,anmari-epfl,rwql5luf,eval_full_task_4_seed184_step_20_seed_184_rpt_320,4.0,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/rwql5luf,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/eval_full_task_4_seed184_step_20_seed_184_rpt_320__rwql5luf,True,184,8192,20.0,32,2e-05,1.6,16,20,40,320.0,/users/anmari/vla-continual-learning/logs_spatial/sequential/task_4_seed184/checkpoints/global_step_20/actor/,/users/anmari/vla-continual-learning/logs_spatial/evals/logs_spatial/sequential/task_4_seed184_step_20_20260515_175641,0.3765625,0.0007354736328125,512.0,0.3715625010430813,0.07531250016763806,0.3375,320.0,0.084375,320.0,0.875,320.0,0.540625,320.0,0.325,320.0,0.025,320.0,0.8875,320.0,0.56875,320.0,0.04375,320.0,0.028125,320.0,0.4325,0.310625,opd_variant,SFT teacher,1e-04,,OPD,with advantage normalization,128.0,same as seed 185; tried mad_abs and batch_zscore
rlinf,anmari-epfl,9dpetzri,eval_full_task_4_seed184_step_40_seed_184_rpt_320,4.0,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/9dpetzri,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/eval_full_task_4_seed184_step_40_seed_184_rpt_320__9dpetzri,True,184,8192,40.0,32,2e-05,1.6,16,20,40,320.0,/users/anmari/vla-continual-learning/logs_spatial/sequential/task_4_seed184/checkpoints/global_step_40/actor/,/users/anmari/vla-continual-learning/logs_spatial/evals/logs_spatial/sequential/task_4_seed184_step_40_20260515_175644,0.421875,0.000823974609375,512.0,0.42093749940395353,0.0843750009778887,0.396875,320.0,0.10625,320.0,0.8375,320.0,0.6,320.0,0.575,320.0,0.028125,320.0,0.878125,320.0,0.484375,320.0,0.234375,320.0,0.06875,320.0,0.503125,0.33875,opd_variant,SFT teacher,1e-04,,OPD,with advantage normalization,128.0,same as seed 185; tried mad_abs and batch_zscore
rlinf,anmari-epfl,cudgxkc8,eval_full_base_step_0_rpt_320,,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/cudgxkc8,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/eval_full_base_step_0_rpt_320__cudgxkc8,True,1234,8192,0.0,32,2e-05,1.6,16,20,40,320.0,,/users/anmari/vla-continual-learning/logs_spatial/evals/base_step_0_20260513_200817,0.484375,0.000946044921875,512.0,0.4706249989569187,0.0968750013038516,0.6625,320.0,0.209375,320.0,0.903125,320.0,0.65,320.0,0.3,320.0,0.04375,320.0,0.765625,320.0,0.665625,320.0,0.390625,320.0,0.115625,320.0,0.545,0.39625,,,,,,,,
rlinf,anmari-epfl,1ix9fzd3,test_openvla,,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/1ix9fzd3,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/test_openvla__1ix9fzd3,True,1234,8192,50.0,32,2e-05,1.6,16,20,10,80.0,/users/anmari/vla-continual-learning/logs_spatial/sequential/task_1_seed184/checkpoints/global_step_50/actor/,/users/anmari/vla-continual-learning/logs_spatial/evals/logs_spatial/sequential/task_1_seed184_step_50_20260426_203443,0.5375,0.0010498046875,512.0,0.375,0.10750000141561031,0.6,80.0,0.275,80.0,0.775,80.0,0.825,80.0,0.2875,80.0,0.025,80.0,0.4625,80.0,0.4875,80.0,0.0,80.0,0.0125,80.0,0.5525,0.1975,,,,,,,,
rlinf,anmari-epfl,1mb53o62,test_openvla,,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/1mb53o62,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/test_openvla__1mb53o62,True,1234,8192,50.0,32,2e-05,1.6,16,20,10,80.0,/users/anmari/vla-continual-learning/logs_spatial/sequential/task_4_seed184/checkpoints/global_step_50/actor/,/users/anmari/vla-continual-learning/logs_spatial/evals/logs_spatial/sequential/task_4_seed184_step_50_20260426_215104,0.25,0.00048828125,512.0,0.2962499991059303,0.05000000102445483,0.3625,80.0,0.025,80.0,0.7875,80.0,0.3375,80.0,0.5125,80.0,0.0,80.0,0.8,80.0,0.1375,80.0,0.0,80.0,0.0,80.0,0.40499999999999997,0.1875,,,,,,,,
rlinf,anmari-epfl,3n4wpfed,test_openvla,,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/3n4wpfed,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/test_openvla__3n4wpfed,True,1234,8192,,32,2e-05,1.6,16,10,40,40.0,,/cluster/home/anmari/vla-continual-learning/logs_spatial/evals/base_step_0_20260412_042303,0.475,0.000927734375,512.0,0.5175000064074993,0.09500000160187483,0.65,40.0,0.175,40.0,0.925,40.0,0.75,40.0,0.575,40.0,0.1,40.0,0.75,40.0,0.7,40.0,0.375,40.0,0.175,40.0,0.615,0.42000000000000004,,,,,,,,
rlinf,anmari-epfl,drr352dk,test_openvla,,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/drr352dk,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/test_openvla__drr352dk,True,1234,8192,,32,2e-05,1.6,16,10,40,1.0,,/cluster/home/anmari/vla-continual-learning/logs_spatial/evals/base_step_0_20260410_175436,0.4875,0.0009521484375,512.0,0.5075000077486038,0.09750000145286322,0.725,1.0,0.2,1.0,0.9,1.0,0.775,1.0,0.35,1.0,0.05,1.0,0.75,1.0,0.8,1.0,0.4,1.0,0.125,1.0,0.5900000000000001,0.425,,,,,,,,
rlinf,anmari-epfl,ehemyecy,test_openvla,,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/ehemyecy,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/test_openvla__ehemyecy,True,1234,8192,10.0,32,2e-05,1.6,16,10,40,40.0,/cluster/home/anmari/vla-continual-learning/logs_spatial/sequential/task_1_seed1234/checkpoints/global_step_10/actor/,/cluster/home/anmari/vla-continual-learning/logs_spatial/evals/logs_spatial/sequential/task_1_seed1234_step_10_20260413_025021,0.5125,0.0010009765625,512.0,0.5075000081211328,0.10250000208616257,0.625,40.0,0.15,40.0,0.925,40.0,0.625,40.0,0.425,40.0,0.1,40.0,0.725,40.0,0.75,40.0,0.45,40.0,0.3,40.0,0.55,0.465,,,,,,,,
rlinf,anmari-epfl,mgugm8zd,test_openvla,,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/mgugm8zd,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/test_openvla__mgugm8zd,True,1234,8192,10.0,32,2e-05,1.6,16,10,40,40.0,/cluster/home/anmari/vla-continual-learning/logs_spatial/sequential/task_0_seed1234/checkpoints/global_step_10/actor/,/cluster/home/anmari/vla-continual-learning/logs_spatial/evals/logs_spatial/sequential/task_0_seed1234_step_10_20260412_232538,0.5125,0.0010009765625,512.0,0.5075000073760748,0.10250000227242709,0.675,40.0,0.25,40.0,0.9,40.0,0.675,40.0,0.4,40.0,0.05,40.0,0.8,40.0,0.75,40.0,0.375,40.0,0.2,40.0,0.5800000000000001,0.43500000000000005,,,,,,,,
rlinf,anmari-epfl,p7j6bhe4,test_openvla,,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/p7j6bhe4,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/test_openvla__p7j6bhe4,True,1234,8192,10.0,32,2e-05,1.6,16,20,10,80.0,/users/anmari/vla-continual-learning/logs_spatial/sequential/task_0_seed1234/checkpoints/global_step_10/actor/,/users/anmari/vla-continual-learning/logs_spatial/evals/logs_spatial/sequential/task_0_seed1234_step_10_20260413_093422,0.34375,0.00067138671875,512.0,0.44624999463558196,0.06875000139698387,0.6125,80.0,0.175,80.0,0.8125,80.0,0.6625,80.0,0.2,80.0,0.0375,80.0,0.8125,80.0,0.5875,80.0,0.3875,80.0,0.175,80.0,0.4925,0.4,,,,,,,,
rlinf,anmari-epfl,tkn034ck,test_openvla,,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/tkn034ck,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/test_openvla__tkn034ck,True,1234,8192,,32,2e-05,1.6,16,20,10,80.0,,/users/anmari/vla-continual-learning/logs_spatial/evals/base_step_0_20260412_211236,0.39375,0.00076904296875,512.0,0.4412499964237213,0.07874999977648259,0.6,80.0,0.1875,80.0,0.8,80.0,0.5875,80.0,0.2,80.0,0.05,80.0,0.8,80.0,0.7125,80.0,0.4,80.0,0.075,80.0,0.475,0.40750000000000003,,,,,,,,
rlinf,anmari-epfl,vta7dbuv,test_openvla,,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/vta7dbuv,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/test_openvla__vta7dbuv,True,1234,8192,,32,2e-05,1.6,16,10,40,40.0,,/cluster/home/anmari/vla-continual-learning/logs_spatial/evals/base_step_0_20260412_005808,0.3875,0.0007568359375,512.0,0.4850000079721212,0.07750000115483999,0.625,40.0,0.175,40.0,0.9,40.0,0.7,40.0,0.5,40.0,0.075,40.0,0.75,40.0,0.625,40.0,0.35,40.0,0.15,40.0,0.58,0.39,,,,,,,,
rlinf,anmari-epfl,ri2vsljy,test_task_0_10_steps_2048,0.0,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/ri2vsljy,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/test_task_0_10_steps_2048__ri2vsljy,True,1234,8192,10.0,32,2e-05,1.6,16,20,10,80.0,/users/anmari/vla-continual-learning/logs_spatial/sequential/task_0_seed1234/checkpoints/global_step_10/actor/,/users/anmari/vla-continual-learning/logs_spatial/evals/logs_spatial/sequential/task_0_seed1234_step_10_20260412_192422,0.425,0.000830078125,512.0,0.44250000417232516,0.08500000089406967,0.65,80.0,0.175,80.0,0.75,80.0,0.6375,80.0,0.2375,80.0,0.05,80.0,0.775,80.0,0.6875,80.0,0.35,80.0,0.1125,80.0,0.49000000000000005,0.395,,,,,,,,
rlinf,anmari-epfl,rrmslbe3,test_task_0_50steps_2048,0.0,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/rrmslbe3,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/test_task_0_50steps_2048__rrmslbe3,True,1234,8192,10.0,32,2e-05,1.6,16,20,10,80.0,/users/anmari/vla-continual-learning/logs_spatial/sequential/task_0_seed1234/checkpoints/global_step_10/actor/,/users/anmari/vla-continual-learning/logs_spatial/evals/logs_spatial/sequential/task_0_seed1234_step_10_20260413_014408,0.4625,0.0009033203125,512.0,0.45000000298023224,0.0925000011920929,0.7875,80.0,0.225,80.0,0.825,80.0,0.575,80.0,0.2,80.0,0.0375,80.0,0.7,80.0,0.65,80.0,0.35,80.0,0.15,80.0,0.5225,0.3775,,,,,,,,
rlinf,anmari-epfl,y7a3nxkv,eval_task_0_seed1235_spatial_step_50,0.0,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/y7a3nxkv,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/eval_task_0_seed1235_spatial_step_50__y7a3nxkv,True,1235,2048,50.0,32,2e-05,1.6,1,20,10,800.0,/users/anmari/vla-continual-learning/logs_spatial/sequential/task_0_seed1235/checkpoints/global_step_50/actor/,/users/anmari/vla-continual-learning/logs_spatial/evals/logs_spatial/sequential/task_0_seed1235_step_50_20260413_172012,2.3625,0.0046142578125,512.0,0.8524999976158142,0.47250000238418577,0.8525,800.0,,,,,,,,,,,,,,,,,,,0.8525,,,,,,,,,
rlinf,anmari-epfl,pszmr0wv,eval_task_1_seed1235_spatial_step_50,1.0,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/pszmr0wv,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/eval_task_1_seed1235_spatial_step_50__pszmr0wv,True,1235,2048,50.0,32,2e-05,1.6,1,20,10,800.0,/users/anmari/vla-continual-learning/logs_spatial/sequential/task_1_seed1235/checkpoints/global_step_50/actor/,/users/anmari/vla-continual-learning/logs_spatial/evals/logs_spatial/sequential/task_1_seed1235_step_50_20260413_195648,1.2125,0.0023681640625,512.0,0.37000000178813935,0.242500002682209,,,0.37,800.0,,,,,,,,,,,,,,,,,0.37,,,,,,,,,
rlinf,anmari-epfl,ic5nh0pw,eval_full_task_1_seed4096_step_20_seed_4096_rpt_320,1.0,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/ic5nh0pw,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/eval_full_task_1_seed4096_step_20_seed_4096_rpt_320__ic5nh0pw,True,4096,8192,20.0,32,2e-05,1.6,16,20,40,320.0,/users/anmari/vla-continual-learning/logs_spatial/sequential/task_1_seed4096/checkpoints/global_step_20/actor/,/users/anmari/vla-continual-learning/logs_spatial/evals/logs_spatial/sequential/task_1_seed4096_step_20_20260515_120300,0.5578125,0.0010894775390625,512.0,0.5043749988079071,0.11156249968335033,0.68125,320.0,0.38125,320.0,0.909375,320.0,0.64375,320.0,0.3375,320.0,0.053125,320.0,0.771875,320.0,0.621875,320.0,0.48125,320.0,0.1625,320.0,0.590625,0.41812499999999997,,,,,,,,
rlinf,anmari-epfl,hbmurl2z,eval_full_task_1_seed4096_step_40_seed_4096_rpt_320,1.0,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/hbmurl2z,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/eval_full_task_1_seed4096_step_40_seed_4096_rpt_320__hbmurl2z,True,4096,8192,40.0,32,2e-05,1.6,16,20,40,320.0,/users/anmari/vla-continual-learning/logs_spatial/sequential/task_1_seed4096/checkpoints/global_step_40/actor/,/users/anmari/vla-continual-learning/logs_spatial/evals/logs_spatial/sequential/task_1_seed4096_step_40_20260515_120300,0.6390625,0.0012481689453125,512.0,0.5359375014901161,0.12781250020489096,0.65,320.0,0.6125,320.0,0.9,320.0,0.64375,320.0,0.375,320.0,0.06875,320.0,0.771875,320.0,0.596875,320.0,0.54375,320.0,0.196875,320.0,0.6362500000000001,0.43562500000000004,,,,,,,,
rlinf,anmari-epfl,xk0iajgl,eval_full_task_1_seed4096_step_60_seed_4096_rpt_320,1.0,GRPO,finished,complete,output.log,https://wandb.ai/anmari-epfl/rlinf/runs/xk0iajgl,/Users/antoniomari/vla-continual-learning/results/wandb_downloads/rlinf/eval_full_task_1_seed4096_step_60_seed_4096_rpt_320__xk0iajgl,True,4096,8192,60.0,32,2e-05,1.6,16,20,40,320.0,/users/anmari/vla-continual-learning/logs_spatial/sequential/task_1_seed4096/checkpoints/global_step_60/actor/,/users/anmari/vla-continual-learning/logs_spatial/evals/logs_spatial/sequential/task_1_seed4096_step_60_20260515_120300,0.775,0.001513671875,512.0,0.5606250002980232,0.15499999970197678,0.66875,320.0,0.746875,320.0,0.890625,320.0,0.68125,320.0,0.44375,320.0,0.0625,320.0,0.675,320.0,0.615625,320.0,0.6125,320.0,0.209375,320.0,0.68625,0.43500000000000005,,,,,,,,
